customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
18037,153.0,6,70.02,4,1,5,415,Potential Loyalist
13955,153.0,2,322.96,4,4,4,444,Champions
15920,153.0,4,167.5,4,2,5,425,Potential Loyalist
15182,153.0,2,622.85,4,3,3,433,Loyal Customers
16398,153.0,2,1705.8,4,3,2,432,Loyal Customers
14104,154.0,2,216.21,4,4,5,445,Champions
13699,154.0,1,308.58,4,4,4,444,Champions
13302,154.0,1,63.75,4,5,5,455,Champions
14264,154.0,2,333.97,4,4,4,444,Champions
14021,154.0,3,631.9,4,3,3,433,Loyal Customers
18013,154.0,2,187.29,4,4,5,445,Champions
14459,154.0,1,1837.92,4,5,2,452,Loyal Customers
16091,154.0,2,315.06,4,4,4,444,Champions
12648,154.0,1,318.05,4,4,4,444,Champions
16919,155.0,11,2592.25,4,1,1,411,Potential Loyalist
13291,155.0,1,358.59,4,4,4,444,Champions
15512,155.0,2,121.0,4,4,5,445,Champions
13583,155.0,1,781.03,4,5,3,453,Loyal Customers
12977,155.0,1,39.24,4,5,5,455,Champions
12450,155.0,2,197.88,4,4,5,445,Champions
14352,156.0,4,1008.16,4,2,2,422,Potential Loyalist
16338,156.0,1,214.8,4,5,5,455,Champions
16146,156.0,3,734.13,4,2,3,423,Potential Loyalist
17341,156.0,3,657.24,4,3,3,433,Loyal Customers
18203,156.0,1,160.42,4,5,5,455,Champions
14645,156.0,2,597.09,4,3,3,433,Loyal Customers
17440,156.0,3,186.42,4,2,5,425,Potential Loyalist
15889,156.0,2,414.61,4,3,4,434,Loyal Customers
16829,156.0,1,197.22,4,5,5,455,Champions
15334,156.0,3,347.72,4,2,4,424,Potential Loyalist
18142,156.0,2,1019.52,4,3,2,432,Loyal Customers
17046,156.0,1,642.02,4,5,3,453,Loyal Customers
13253,156.0,2,1030.4,4,3,2,432,Loyal Customers
13085,157.0,2,416.08,4,3,4,434,Loyal Customers
14905,157.0,2,616.15,4,3,3,433,Loyal Customers
15646,157.0,3,447.64,4,3,4,434,Loyal Customers
16344,157.0,1,35.7,4,5,5,455,Champions
13338,157.0,1,487.02,4,5,3,453,Loyal Customers
15349,157.0,2,461.36,4,3,4,434,Loyal Customers
17464,157.0,1,289.96,4,4,4,444,Champions
12980,157.0,9,7374.9,4,1,1,411,Potential Loyalist
17105,158.0,2,665.78,4,3,3,433,Loyal Customers
15007,158.0,1,156.91,4,5,5,455,Champions
17899,158.0,1,148.35,4,5,5,455,Champions
17781,158.0,2,188.02,4,4,5,445,Champions
13833,158.0,1,383.85,4,4,4,444,Champions
17765,158.0,3,347.26,4,2,4,424,Potential Loyalist
17939,159.0,1,99.14,4,4,5,445,Champions
16498,160.0,2,100.97,4,4,5,445,Champions
12922,160.0,1,405.38,4,5,4,454,Champions
14338,160.0,2,588.22,4,3,3,433,Loyal Customers
15483,160.0,4,220.65,4,2,5,425,Potential Loyalist
14016,161.0,4,4341.21,4,2,1,421,Potential Loyalist
14803,161.0,3,549.75,4,2,3,423,Potential Loyalist
15578,161.0,1,127.1,4,5,5,455,Champions
17123,161.0,1,345.3,4,4,4,444,Champions
13745,161.0,1,300.04,4,4,4,444,Champions
17891,161.0,1,203.86,4,5,5,455,Champions
17505,161.0,2,1145.84,4,3,2,432,Loyal Customers
12424,162.0,2,1760.96,4,3,2,432,Loyal Customers
17408,162.0,1,32.65,4,4,5,445,Champions
14267,162.0,3,1516.24,4,3,2,432,Loyal Customers
15537,162.0,1,110.92,4,4,5,445,Champions
16553,162.0,12,5719.82,4,1,1,411,Potential Loyalist
14327,162.0,1,311.65,4,4,4,444,Champions
16801,162.0,4,1594.23,4,2,2,422,Potential Loyalist
17391,163.0,2,508.8,4,3,3,433,Loyal Customers
13656,164.0,2,379.65,4,3,4,434,Loyal Customers
18193,164.0,1,243.76,4,5,5,455,Champions
16545,164.0,1,339.3,4,4,4,444,Champions
15976,164.0,2,427.64,4,3,4,434,Loyal Customers
14351,164.0,1,51.0,4,5,5,455,Champions
16473,164.0,3,316.11,4,3,4,434,Loyal Customers
17110,164.0,1,163.3,4,5,5,455,Champions
15146,164.0,2,1327.16,4,3,2,432,Loyal Customers
14481,164.0,2,636.51,4,3,3,433,Loyal Customers
12493,165.0,2,433.74,4,3,4,434,Loyal Customers
17969,165.0,2,228.2,4,4,5,445,Champions
17980,165.0,3,811.45,4,3,3,433,Loyal Customers
12548,165.0,1,95.2,4,4,5,445,Champions
15644,165.0,4,784.2,4,2,3,423,Potential Loyalist
13453,165.0,2,356.98,4,3,4,434,Loyal Customers
14795,165.0,1,131.45,4,5,5,455,Champions
15665,167.0,2,2222.21,4,3,1,431,Loyal Customers
14656,168.0,2,284.05,4,4,4,444,Champions
17704,168.0,2,885.19,4,3,3,433,Loyal Customers
15379,168.0,7,3703.29,4,1,1,411,Potential Loyalist
13300,168.0,1,371.89,4,4,4,444,Champions
14584,168.0,4,1033.06,4,2,2,422,Potential Loyalist
13937,168.0,1,158.85,4,5,5,455,Champions
15258,168.0,2,623.16,4,3,3,433,Loyal Customers
13929,168.0,2,842.65,4,3,3,433,Loyal Customers
13856,168.0,3,388.5,4,3,4,434,Loyal Customers
17709,169.0,1,137.45,4,5,5,455,Champions
16247,169.0,1,114.56,4,4,5,445,Champions
16287,169.0,1,142.5,4,5,5,455,Champions
16647,169.0,2,214.06,4,4,5,445,Champions
15041,169.0,1,179.93,4,5,5,455,Champions
14998,169.0,2,399.65,4,3,4,434,Loyal Customers
17877,169.0,1,237.61,4,5,5,455,Champions
14643,169.0,2,693.81,4,3,3,433,Loyal Customers
15130,169.0,1,330.11,4,4,4,444,Champions
15384,169.0,2,642.41,4,3,3,433,Loyal Customers
17630,169.0,2,503.6,4,3,3,433,Loyal Customers
15412,170.0,1,190.53,4,5,5,455,Champions
16214,170.0,3,1062.75,4,2,2,422,Potential Loyalist
16114,170.0,1,135.75,4,5,5,455,Champions
17960,170.0,1,73.78,4,5,5,455,Champions
15280,171.0,1,113.12,4,4,5,445,Champions
15700,171.0,2,692.93,4,3,3,433,Loyal Customers
15507,171.0,1,414.21,4,5,4,454,Champions
16320,171.0,2,1038.46,4,3,2,432,Loyal Customers
15825,171.0,1,532.94,4,5,3,453,Loyal Customers
15389,171.0,1,500.0,4,5,3,453,Loyal Customers
16526,171.0,1,290.36,4,4,4,444,Champions
15535,172.0,4,495.4,4,2,3,423,Potential Loyalist
17897,172.0,3,519.31,4,3,3,433,Loyal Customers
15016,172.0,1,170.04,4,5,5,455,Champions
18062,172.0,3,720.52,4,3,3,433,Loyal Customers
15076,172.0,1,880.85,4,5,3,453,Loyal Customers
13568,172.0,1,165.35,4,5,5,455,Champions
12837,172.0,1,134.1,4,5,5,455,Champions
15921,172.0,1,323.03,4,4,4,444,Champions
18260,172.0,6,2628.35,4,1,1,411,Potential Loyalist
16805,173.0,2,460.59,4,3,4,434,Loyal Customers
16050,173.0,1,137.9,4,5,5,455,Champions
17616,173.0,3,571.2,4,2,3,423,Potential Loyalist
13005,173.0,2,513.7,4,3,3,433,Loyal Customers
17879,173.0,1,178.52,4,5,5,455,Champions
15909,173.0,1,191.94,4,5,5,455,Champions
14162,173.0,2,289.36,4,4,4,444,Champions
13618,173.0,1,177.34,4,5,5,455,Champions
16484,173.0,2,404.3,4,3,4,434,Loyal Customers
14491,174.0,2,340.93,4,4,4,444,Champions
17204,174.0,4,1564.56,4,2,2,422,Potential Loyalist
18168,175.0,6,1150.04,4,1,2,412,Potential Loyalist
13951,175.0,3,674.45,4,3,3,433,Loyal Customers
15219,175.0,1,305.75,4,4,4,444,Champions
12908,175.0,2,750.0,4,3,3,433,Loyal Customers
13826,175.0,1,189.5,4,5,5,455,Champions
14037,175.0,2,147.2,4,4,5,445,Champions
16276,176.0,1,810.6,4,5,3,453,Loyal Customers
16739,176.0,1,323.0,4,4,4,444,Champions
15585,176.0,1,455.3,4,5,4,454,Champions
16257,176.0,1,46.95,4,5,5,455,Champions
17446,176.0,2,120.9,4,4,5,445,Champions
14222,176.0,1,683.17,4,5,3,453,Loyal Customers
17536,176.0,1,76.5,4,5,5,455,Champions
18165,176.0,1,302.46,4,4,4,444,Champions
16461,177.0,1,137.97,4,5,5,455,Champions
17179,177.0,3,711.79,4,3,3,433,Loyal Customers
15574,177.0,4,638.97,4,2,3,423,Potential Loyalist
12809,177.0,1,489.31,4,5,3,453,Loyal Customers
17749,177.0,2,674.52,4,3,3,433,Loyal Customers
13343,177.0,1,353.43,4,4,4,444,Champions
16644,177.0,2,833.78,4,3,3,433,Loyal Customers
15912,177.0,2,264.62,4,4,4,444,Champions
13080,178.0,1,58.08,4,5,5,455,Champions
17349,178.0,1,98.25,4,4,5,445,Champions
13663,178.0,1,189.47,4,5,5,455,Champions
15069,178.0,1,1109.53,5,4,2,542,Loyal Customers
13476,178.0,2,1238.47,5,3,2,532,Loyal Customers
14573,179.0,9,1615.67,5,1,2,512,Potential Loyalist
13936,179.0,1,376.58,5,4,4,544,Champions
14823,179.0,3,321.43,5,3,4,534,Loyal Customers
12732,179.0,1,236.26,5,5,5,555,Champions
17795,179.0,2,337.63,5,4,4,544,Champions
18281,180.0,1,80.82,5,5,5,555,Champions
14450,180.0,3,483.25,5,2,4,524,Potential Loyalist
15098,181.0,3,39916.5,5,2,1,521,Potential Loyalist
17234,182.0,1,149.89,5,5,5,555,Champions
13900,182.0,3,740.95,5,3,3,533,Loyal Customers
13686,182.0,1,72.0,5,5,5,555,Champions
13533,182.0,3,260.15,5,3,4,534,Loyal Customers
16581,182.0,1,105.84,5,4,5,545,Champions
16614,182.0,1,506.19,5,5,3,553,Loyal Customers
16113,182.0,1,161.38,5,5,5,555,Champions
15780,183.0,3,475.28,5,3,4,534,Loyal Customers
13466,183.0,1,307.9,5,4,4,544,Champions
13811,183.0,3,814.5,5,3,3,533,Loyal Customers
14241,183.0,1,213.7,5,5,5,555,Champions
14501,183.0,2,251.21,5,4,4,544,Champions
15609,183.0,1,298.48,5,4,4,544,Champions
14231,183.0,3,925.71,5,3,3,533,Loyal Customers
16832,183.0,3,199.15,5,2,5,525,Potential Loyalist
14622,184.0,1,320.58,5,4,4,544,Champions
17854,184.0,2,311.26,5,4,4,544,Champions
17026,184.0,2,154.83,5,4,5,545,Champions
17707,184.0,2,152.4,5,4,5,545,Champions
17409,184.0,2,771.85,5,3,3,533,Loyal Customers
17124,184.0,1,294.24,5,4,4,544,Champions
17987,184.0,1,198.57,5,5,5,555,Champions
16955,184.0,4,518.67,5,2,3,523,Potential Loyalist
14375,184.0,1,205.53,5,5,5,555,Champions
12383,184.0,5,1850.56,5,2,2,522,Potential Loyalist
13395,184.0,1,307.72,5,4,4,544,Champions
17874,184.0,6,683.46,5,2,3,523,Potential Loyalist
16520,185.0,3,1046.57,5,2,2,522,Potential Loyalist
16611,185.0,1,121.19,5,4,5,545,Champions
18072,185.0,1,247.44,5,4,4,544,Champions
14867,185.0,3,710.28,5,3,3,533,Loyal Customers
15386,185.0,1,394.14,5,4,4,544,Champions
12868,185.0,6,1607.06,5,1,2,512,Potential Loyalist
14542,185.0,1,103.25,5,4,5,545,Champions
12891,185.0,3,331.0,5,2,4,524,Potential Loyalist
16849,186.0,1,124.57,5,4,5,545,Champions
13682,186.0,1,59.5,5,5,5,555,Champions
16963,186.0,1,110.55,5,4,5,545,Champions
15852,186.0,2,160.71,5,4,5,545,Champions
16883,186.0,2,272.48,5,4,4,544,Champions
12802,186.0,1,427.58,5,5,4,554,Champions
12468,187.0,2,729.54,5,3,3,533,Loyal Customers
14682,187.0,2,52.0,5,4,5,545,Champions
17708,187.0,2,263.33,5,4,4,544,Champions
14512,187.0,2,275.28,5,4,4,544,Champions
13885,188.0,2,506.8,5,3,3,533,Loyal Customers
15405,188.0,1,349.1,5,4,4,544,Champions
15508,188.0,6,1000.27,5,1,2,512,Potential Loyalist
16967,188.0,1,319.02,5,4,4,544,Champions
16659,188.0,1,39.12,5,5,5,555,Champions
17900,189.0,2,112.2,5,4,5,545,Champions
16117,189.0,1,232.21,5,5,5,555,Champions
13294,189.0,2,873.74,5,3,3,533,Loyal Customers
16529,189.0,1,455.25,5,5,4,554,Champions
12601,189.0,5,577.06,5,2,3,523,Potential Loyalist
14453,189.0,1,119.93,5,4,5,545,Champions
15658,189.0,5,1024.1,5,2,2,522,Potential Loyalist
16230,189.0,2,542.03,5,3,3,533,Loyal Customers
17531,189.0,1,296.7,5,4,4,544,Champions
13475,190.0,4,1431.78,5,2,2,522,Potential Loyalist
17472,190.0,3,678.59,5,2,3,523,Potential Loyalist
14377,190.0,2,617.05,5,3,3,533,Loyal Customers
16424,190.0,1,133.56,5,5,5,555,Champions
15918,190.0,2,331.28,5,4,4,544,Champions
13062,190.0,1,346.98,5,4,4,544,Champions
16483,191.0,1,139.35,5,5,5,555,Champions
18190,191.0,2,284.46,5,4,4,544,Champions
17454,191.0,4,517.53,5,2,3,523,Potential Loyalist
13070,191.0,1,228.8,5,5,5,555,Champions
16810,191.0,1,309.54,5,4,4,544,Champions
15643,191.0,3,664.0,5,3,3,533,Loyal Customers
13398,191.0,1,457.34,5,5,4,554,Champions
18231,191.0,5,1910.56,5,2,2,522,Potential Loyalist
12790,191.0,1,324.92,5,4,4,544,Champions
17051,193.0,1,230.69,5,5,5,555,Champions
15925,193.0,1,207.15,5,5,5,555,Champions
15897,193.0,2,193.74,5,4,5,545,Champions
16567,193.0,2,865.6,5,3,3,533,Loyal Customers
16889,194.0,3,1575.82,5,3,2,532,Loyal Customers
12426,194.0,1,582.73,5,5,3,553,Loyal Customers
17152,194.0,3,1689.5,5,2,2,522,Potential Loyalist
14625,195.0,2,899.63,5,3,3,533,Loyal Customers
16323,195.0,1,207.5,5,5,5,555,Champions
16034,195.0,3,437.7,5,3,4,534,Loyal Customers
12999,195.0,3,455.88,5,2,4,524,Potential Loyalist
14740,196.0,3,1448.21,5,3,2,532,Loyal Customers
13135,196.0,1,3096.0,5,5,1,551,Loyal Customers
14280,196.0,1,134.04,5,5,5,555,Champions
14828,196.0,3,2139.76,5,2,1,521,Potential Loyalist
15104,196.0,2,993.54,5,3,2,532,Loyal Customers
14816,196.0,1,271.85,5,4,4,544,Champions
16838,196.0,2,588.85,5,3,3,533,Loyal Customers
16275,196.0,1,559.87,5,5,3,553,Loyal Customers
17550,196.0,3,267.16,5,3,4,534,Loyal Customers
16449,197.0,2,707.69,5,3,3,533,Loyal Customers
14009,197.0,2,695.61,5,3,3,533,Loyal Customers
16356,197.0,3,211.77,5,2,5,525,Potential Loyalist
12547,197.0,2,207.8,5,4,5,545,Champions
14985,197.0,2,288.71,5,4,4,544,Champions
12974,197.0,1,144.8,5,5,5,555,Champions
16448,197.0,1,182.99,5,5,5,555,Champions
15882,198.0,4,516.36,5,2,3,523,Potential Loyalist
17375,198.0,3,400.1,5,3,4,534,Loyal Customers
15314,198.0,1,327.97,5,4,4,544,Champions
14705,198.0,1,179.0,5,5,5,555,Champions
16763,198.0,1,611.85,5,5,3,553,Loyal Customers
15042,198.0,1,135.93,5,5,5,555,Champions
17770,198.0,5,1143.27,5,2,2,522,Potential Loyalist
17955,198.0,4,557.3,5,2,3,523,Potential Loyalist
13737,199.0,1,338.11,5,4,4,544,Champions
18202,199.0,3,1396.99,5,3,2,532,Loyal Customers
14817,199.0,2,1110.34,5,3,2,532,Loyal Customers
13223,199.0,2,163.2,5,4,5,545,Champions
14647,200.0,1,213.82,5,5,5,555,Champions
13479,200.0,2,300.95,5,4,4,544,Champions
15724,200.0,2,218.25,5,4,5,545,Champions
17715,200.0,1,326.4,5,4,4,544,Champions
15292,200.0,1,178.39,5,5,5,555,Champions
15705,200.0,1,143.1,5,5,5,555,Champions
13339,200.0,1,860.12,5,5,3,553,Loyal Customers
14195,201.0,2,1012.0,5,3,2,532,Loyal Customers
17176,201.0,1,306.13,5,4,4,544,Champions
13227,201.0,1,257.7,5,4,4,544,Champions
16226,202.0,3,255.12,5,2,4,524,Potential Loyalist
18048,202.0,2,172.29,5,4,5,545,Champions
13243,202.0,1,578.32,5,5,3,553,Loyal Customers
12353,203.0,1,89.0,5,4,5,545,Champions
15648,203.0,2,639.5,5,3,3,533,Loyal Customers
13887,203.0,1,349.55,5,4,4,544,Champions
13391,203.0,1,59.8,5,5,5,555,Champions
17455,203.0,1,131.7,5,5,5,555,Champions
17245,204.0,1,171.45,5,5,5,555,Champions
12897,204.0,2,216.5,5,4,5,545,Champions
17871,204.0,1,155.9,5,5,5,555,Champions
14442,204.0,2,1589.82,5,3,2,532,Loyal Customers
14896,204.0,2,468.77,5,3,4,534,Loyal Customers
13531,204.0,2,483.8,5,3,4,534,Loyal Customers
12690,205.0,1,389.01,5,4,4,544,Champions
14620,205.0,2,412.78,5,3,4,534,Loyal Customers
13572,205.0,1,1323.05,5,4,2,542,Loyal Customers
17504,205.0,9,2997.03,5,1,1,511,Potential Loyalist
13659,205.0,2,1508.08,5,3,2,532,Loyal Customers
17556,205.0,1,157.9,5,5,5,555,Champions
14320,206.0,2,477.79,5,3,4,534,Loyal Customers
14489,206.0,1,463.38,5,5,4,554,Champions
14888,206.0,1,369.2,5,4,4,544,Champions
13976,206.0,1,357.98,5,4,4,544,Champions
15333,207.0,1,1028.56,5,4,2,542,Loyal Customers
15813,207.0,2,1303.91,5,3,2,532,Loyal Customers
17263,207.0,1,63.44,5,5,5,555,Champions
14689,208.0,1,112.8,5,4,5,545,Champions
14873,209.0,1,519.68,5,5,3,553,Loyal Customers
18218,210.0,2,641.92,5,3,3,533,Loyal Customers
12590,210.0,2,9864.26,5,3,1,531,Loyal Customers
14000,210.0,1,635.66,5,5,3,553,Loyal Customers
17970,210.0,1,534.59,5,5,3,553,Loyal Customers
16006,210.0,1,101.4,5,4,5,545,Champions
12857,210.0,2,1106.4,5,3,2,532,Loyal Customers
12770,210.0,1,1351.45,5,4,2,542,Loyal Customers
12976,211.0,1,738.6,5,5,3,553,Loyal Customers
16244,211.0,2,1522.75,5,3,2,532,Loyal Customers
15732,211.0,2,294.12,5,4,4,544,Champions
13235,211.0,1,973.17,5,4,2,542,Loyal Customers
17889,211.0,2,201.37,5,4,5,545,Champions
13052,211.0,1,348.15,5,4,4,544,Champions
14988,211.0,1,334.54,5,4,4,544,Champions
16943,211.0,3,816.73,5,3,3,533,Loyal Customers
16116,211.0,1,612.78,5,5,3,553,Loyal Customers
13837,211.0,2,266.59,5,4,4,544,Champions
12625,211.0,2,2683.82,5,3,1,531,Loyal Customers
18133,211.0,1,931.5,5,4,2,542,Loyal Customers
15079,212.0,4,895.61,5,2,3,523,Potential Loyalist
14920,212.0,2,977.77,5,3,2,532,Loyal Customers
15063,212.0,1,370.8,5,4,4,544,Champions
14288,212.0,1,426.6,5,5,4,554,Champions
13990,212.0,1,311.3,5,4,4,544,Champions
15729,212.0,1,85.0,5,5,5,555,Champions
16431,212.0,3,570.14,5,2,3,523,Potential Loyalist
16306,213.0,6,632.27,5,1,3,513,Potential Loyalist
18120,213.0,1,111.15,5,4,5,545,Champions
12355,213.0,1,459.4,5,5,4,554,Champions
12821,213.0,1,92.72,5,4,5,545,Champions
14699,213.0,1,109.13,5,4,5,545,Champions
12888,213.0,2,354.12,5,4,4,544,Champions
15433,213.0,2,533.3,5,3,3,533,Loyal Customers
15381,213.0,2,596.85,5,3,3,533,Loyal Customers
17597,213.0,1,2044.37,5,5,1,551,Loyal Customers
16756,214.0,1,239.4,5,5,5,555,Champions
14353,214.0,1,90.6,5,4,5,545,Champions
15092,214.0,2,457.81,5,3,4,534,Loyal Customers
14161,215.0,3,1077.04,5,2,2,522,Potential Loyalist
13642,215.0,1,312.28,5,4,4,544,Champions
13561,215.0,1,141.86,5,5,5,555,Champions
17604,216.0,2,309.36,5,4,4,544,Champions
18078,216.0,2,336.13,5,4,4,544,Champions
15552,216.0,1,90.12,5,4,5,545,Champions
13723,216.0,1,199.85,5,5,5,555,Champions
12414,216.0,3,562.41,5,2,3,523,Potential Loyalist
14199,217.0,1,185.4,5,5,5,555,Champions
16319,217.0,1,404.4,5,5,4,554,Champions
16457,217.0,1,208.36,5,5,5,555,Champions
15235,217.0,12,2247.51,5,1,1,511,Potential Loyalist
14697,217.0,2,188.61,5,4,5,545,Champions
17849,217.0,4,605.8,5,2,3,523,Potential Loyalist
17578,217.0,1,143.46,5,5,5,555,Champions
18227,217.0,1,93.75,5,4,5,545,Champions
15668,217.0,1,76.32,5,5,5,555,Champions
14393,217.0,1,67.95,5,5,5,555,Champions
13952,217.0,2,3251.07,5,3,1,531,Loyal Customers
15759,217.0,3,253.04,5,2,4,524,Potential Loyalist
17174,217.0,1,59.9,5,5,5,555,Champions
14423,217.0,1,265.2,5,4,4,544,Champions
13731,218.0,2,610.59,5,3,3,533,Loyal Customers
17394,218.0,1,203.87,5,5,5,555,Champions
16610,218.0,1,75.66,5,5,5,555,Champions
16990,218.0,1,179.0,5,5,5,555,Champions
16109,218.0,2,611.88,5,3,3,533,Loyal Customers
13762,218.0,1,306.72,5,4,4,544,Champions
14340,218.0,1,134.7,5,5,5,555,Champions
18239,218.0,5,1561.61,5,2,2,522,Potential Loyalist
17646,218.0,3,1008.39,5,2,2,522,Potential Loyalist
13711,218.0,2,252.06,5,4,4,544,Champions
17374,218.0,2,495.77,5,3,3,533,Loyal Customers
16714,218.0,3,1049.31,5,2,2,522,Potential Loyalist
14245,219.0,2,1693.45,5,3,2,532,Loyal Customers
17443,219.0,1,534.24,5,5,3,553,Loyal Customers
14149,220.0,1,446.62,5,5,4,554,Champions
16055,220.0,1,134.8,5,5,5,555,Champions
17501,220.0,2,288.6,5,4,4,544,Champions
16634,222.0,2,217.9,5,4,5,545,Champions
14304,222.0,1,383.45,5,4,4,544,Champions
16227,224.0,1,314.22,5,4,4,544,Champions
17991,224.0,2,93.35,5,4,5,545,Champions
17893,224.0,1,107.21,5,4,5,545,Champions
15210,224.0,1,331.18,5,4,4,544,Champions
14022,224.0,1,440.0,5,5,4,554,Champions
14271,225.0,1,112.32,5,4,5,545,Champions
13229,225.0,1,160.95,5,5,5,555,Champions
15143,225.0,1,259.45,5,4,4,544,Champions
15223,225.0,2,755.75,5,3,3,533,Loyal Customers
18183,226.0,2,632.07,5,3,3,533,Loyal Customers
12573,226.0,1,157.19,5,5,5,555,Champions
15891,226.0,1,511.68,5,5,3,553,Loyal Customers
18220,226.0,1,305.28,5,4,4,544,Champions
16698,226.0,2,1998.0,5,3,2,532,Loyal Customers
16823,226.0,1,323.58,5,4,4,544,Champions
16965,226.0,1,201.19,5,5,5,555,Champions
17187,226.0,1,203.95,5,5,5,555,Champions
16834,227.0,1,413.46,5,5,4,554,Champions
17670,227.0,1,205.7,5,5,5,555,Champions
17277,227.0,2,1065.35,5,3,2,532,Loyal Customers
16163,231.0,2,856.6,5,3,3,533,Loyal Customers
16587,231.0,1,225.15,5,5,5,555,Champions
12354,231.0,1,1079.4,5,4,2,542,Loyal Customers
14770,231.0,2,876.42,5,3,3,533,Loyal Customers
13482,231.0,1,184.64,5,5,5,555,Champions
12622,231.0,1,180.1,5,5,5,555,Champions
17718,231.0,1,139.35,5,5,5,555,Champions
15517,232.0,1,267.03,5,4,4,544,Champions
12506,232.0,1,73.5,5,5,5,555,Champions
17946,232.0,2,140.73,5,4,5,545,Champions
17120,232.0,1,307.46,5,4,4,544,Champions
13485,232.0,1,454.24,5,5,4,554,Champions
13101,233.0,1,101.19,5,4,5,545,Champions
17217,233.0,1,113.5,5,4,5,545,Champions
14148,233.0,1,157.2,5,5,5,555,Champions
15225,233.0,1,409.4,5,5,4,554,Champions
12585,233.0,2,2040.1,5,3,2,532,Loyal Customers
12733,233.0,1,383.95,5,4,4,544,Champions
17548,233.0,1,103.3,5,4,5,545,Champions
15717,233.0,1,150.3,5,5,5,555,Champions
16217,234.0,2,304.25,5,4,4,544,Champions
18009,234.0,1,247.39,5,4,4,544,Champions
14672,234.0,2,765.55,5,3,3,533,Loyal Customers
14242,234.0,2,280.55,5,4,4,544,Champions
15749,234.0,3,44534.3,5,2,1,521,Potential Loyalist
14532,235.0,4,932.85,5,2,2,522,Potential Loyalist
17697,235.0,1,338.95,5,4,4,544,Champions
12878,235.0,2,854.99,5,3,3,533,Loyal Customers
13474,235.0,1,222.79,5,5,5,555,Champions
16617,235.0,1,151.85,5,5,5,555,Champions
12754,235.0,3,3010.74,5,2,1,521,Potential Loyalist
17582,235.0,1,173.62,5,5,5,555,Champions
16947,235.0,1,406.48,5,5,4,554,Champions
18213,236.0,1,232.48,5,5,5,555,Champions
17990,236.0,3,630.84,5,3,3,533,Loyal Customers
16193,236.0,1,314.45,5,4,4,544,Champions
15246,237.0,2,514.15,5,3,3,533,Loyal Customers
17367,237.0,1,167.55,5,5,5,555,Champions
17601,238.0,1,116.01,5,4,5,545,Champions
16957,238.0,2,416.64,5,3,4,534,Loyal Customers
15935,238.0,2,416.86,5,3,4,534,Loyal Customers
15230,238.0,2,429.6,5,3,4,534,Loyal Customers
17362,238.0,2,312.23,5,4,4,544,Champions
14105,238.0,1,1266.23,5,4,2,542,Loyal Customers
14206,238.0,1,328.16,5,4,4,544,Champions
14154,238.0,2,1345.62,5,3,2,532,Loyal Customers
15135,238.0,1,139.05,5,5,5,555,Champions
17142,238.0,1,579.0,5,5,3,553,Loyal Customers
12582,238.0,2,511.36,5,3,3,533,Loyal Customers
13120,238.0,1,30.6,5,4,5,545,Champions
12769,238.0,1,1143.6,5,4,2,542,Loyal Customers
12639,238.0,1,486.1,5,5,4,554,Champions
17746,239.0,1,110.25,5,4,5,545,Champions
15139,239.0,2,178.96,5,4,5,545,Champions
13221,239.0,2,847.41,5,3,3,533,Loyal Customers
16097,239.0,1,185.05,5,5,5,555,Champions
15147,239.0,1,623.5,5,5,3,553,Loyal Customers
17278,240.0,1,246.04,5,5,5,555,Champions
16697,240.0,1,108.25,5,4,5,545,Champions
13484,240.0,1,313.8,5,4,4,544,Champions
15212,240.0,1,101.8,5,4,5,545,Champions
13740,240.0,1,350.75,5,4,4,544,Champions
15777,240.0,4,1047.11,5,2,2,522,Potential Loyalist
14326,241.0,1,183.85,5,5,5,555,Champions
14669,241.0,3,1233.73,5,3,2,532,Loyal Customers
17972,241.0,1,135.19,5,5,5,555,Champions
12982,242.0,1,390.54,5,4,4,544,Champions
15655,242.0,1,560.67,5,5,3,553,Loyal Customers
14311,242.0,1,310.26,5,4,4,544,Champions
17574,242.0,1,185.65,5,5,5,555,Champions
12447,242.0,1,476.49,5,5,4,554,Champions
14616,242.0,3,406.08,5,3,4,534,Loyal Customers
13570,242.0,1,239.49,5,5,5,555,Champions
16552,242.0,2,379.73,5,3,4,534,Loyal Customers
18129,242.0,1,103.7,5,4,5,545,Champions
14339,242.0,1,309.52,5,4,4,544,Champions
13508,243.0,1,110.97,5,4,5,545,Champions
15775,244.0,1,104.9,5,4,5,545,Champions
16623,245.0,1,129.45,5,5,5,555,Champions
14619,245.0,1,394.44,5,4,4,544,Champions
16010,245.0,3,373.8,5,2,4,524,Potential Loyalist
14981,245.0,1,102.12,5,4,5,545,Champions
14924,245.0,1,310.05,5,4,4,544,Champions
16643,245.0,1,487.51,5,5,3,553,Loyal Customers
15109,245.0,1,484.95,5,5,4,554,Champions
17035,245.0,2,433.53,5,3,4,534,Loyal Customers
15119,245.0,1,266.4,5,4,4,544,Champions
13718,245.0,2,306.55,5,4,4,544,Champions
12580,246.0,1,415.7,5,5,4,554,Champions
13712,246.0,1,228.84,5,5,5,555,Champions
16144,246.0,1,175.2,5,5,5,555,Champions
14220,246.0,2,632.4,5,3,3,533,Loyal Customers
14964,246.0,1,206.21,5,5,5,555,Champions
16378,246.0,3,362.95,5,2,4,524,Potential Loyalist
17906,246.0,1,72.9,5,5,5,555,Champions
